,Step,Node ID,AE loss,Server model loss,Client fine tuned loss,AE fine tuned loss,Server f1,User f1
0,1,45,1.0228365876457908,2.416415134453443,1.5547500080981498,0.9305701667244887,0.08048013480462457,0.5076835534423112
1,2,23,0.9303543917782657,3.7734940168740865,1.7874664585073512,0.7121802005734477,0.02805617535240228,0.38949332889774907
2,3,33,0.7268545648604908,2.0510065621922764,1.4338608356486446,0.5178020202826038,0.2507595268433786,0.44166210716846827
3,4,14,0.8560987755286792,2.0880486886363383,1.4007293537628551,0.6015008998311255,0.2627106485856677,0.5476839497472098
4,5,45,0.742716675822283,2.815016887588383,1.3458780814392726,0.5109994529943069,0.08900214133843283,0.5139276840270176
5,6,13,0.7491725506394674,2.843202309174971,1.5340274692152105,0.5310668651567122,0.11665847713026974,0.499849118542838
6,7,45,0.5923219815424667,2.107667373398603,1.0956793913304899,0.44774324252903,0.19721870858076357,0.6731432669289079
7,8,48,0.600879273631356,2.339363228191029,1.315211296081543,0.4009512717073614,0.16260978131147363,0.5101964373673178
8,9,21,0.5434384489300275,2.204345389086791,1.4557202045363609,0.43022130041411427,0.22076028316914814,0.5203219639583903
9,10,30,0.5162566135628055,1.7545736009424382,1.0773426766347403,0.442097166210714,0.35021151937249234,0.6334918619986494
10,11,41,0.49922401917101156,2.035337903282859,0.9176012564588476,0.41441150646819813,0.3316276099666128,0.7403745845532788
11,12,45,0.44913197619889295,3.327533998548158,1.1310601647719396,0.3686039649834067,0.12219304772046179,0.5411722682707069
12,13,45,0.43127758376219977,1.1570482003303082,0.7338256408878027,0.36088329636260796,0.5376386315440294,0.7917128457667253
13,14,17,0.4621148072983608,2.863449329187062,1.2105411356145686,0.39452024791851514,0.15898119084240764,0.5665724144775521
14,15,36,0.4531039800376771,2.5003904257969927,1.2621193070744359,0.37532758870286115,0.28803327651329225,0.5604973539859829
15,16,48,0.38577261025255377,2.1417569030414927,1.0175987915559248,0.324140112508427,0.16032344063932533,0.6594429669070082
16,17,14,0.43628695582555344,1.6928446706661509,1.0694026237676952,0.3737255275742082,0.3688449666309938,0.6339858450656233
17,18,22,0.4469116909081856,1.3280788152411793,0.8583958628074975,0.4077998565144516,0.5709473761148861,0.7440567120285427
